SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year
124,"SOIMFZR12AB017F041",437901,"The Legendary Leonard Kwan : The Complete Early Recordings","ARN5BHA1187B99E072",,"",,"Leonard Kwan",0.0,170.31791,5,0.0,108.912,4,0.765,"Hawaiian Chimes",0
125,"SOKMPKV12A67AE241B",734726,"The War Within","ARK8OHG1187B99016A",,"Boston MA",,"Shadows Fall",0.0,283.48036,0,0.489,84.992,4,0.42,"What Drives The Weak",2004
126,"SOQGZBE12A8C139160",204315,"Live On St. Patrick's Day","ARD2NDU1187B99B615",,"Boston MA",,"Dropkick Murphys",0.0,196.72771,9,0.008,183.808,4,0.0,"Bloody Pig Pile (Live)",2002
127,"SONUMYT12A8AE47DEE",277871,"Jaktens Tid","ARB5TJM1187B9A71FD",,"",,"Finntroll",0.0,125.46567,1,0.0,110.972,4,0.0,"Kitteldags",2001
128,"SOXDWON12AB018612D",723079,"Carheart","ARZ02US1187FB430BD",52.88356,"UK - England - South East",-1.97406,"Virus",0.0,529.03138,0,0.019,155.091,4,0.917,"Be Elevator",0
129,"SOVPWRB12A6D4FB0C3",226440,"Dr. Elmo Sings The Boo's","AR45KNL1187B992E53",37.77916,"California - SF",-122.42005,"Dr. Elmo",0.0,151.84934,9,0.474,65.637,4,0.891,"Happy Halloween Anniversary",0
130,"SOZPRDS12A8C134E2E",288111,"Sunday People","ARY7DVZ1187FB58433",,"",,"The Monroes",0.0,219.61098,4,0.655,132.369,4,0.206,"Arabian Night",1983
131,"SOPQTWV12AC3DF9853",730337,"A Loaf Of Bread_ A Container Of Milk And A Stick Of Butter","ARNNBW81187FB55594",52.94922,"nottingham",-1.14392,"We Show Up On Radar",0.0,194.71628,4,0.0,80.029,3,0.562,"Like a Bird Pulling Up At a Worm",0
132,"SODHRKU12A8C139009",156663,"Grand Slam - The Best Of Babe Ruth","ARX14WH1187FB50649",51.76102,"Hatfield Hertfordshire England",-0.23396,"Babe Ruth",0.0,159.00689,11,0.08,144.474,1,0.0,"A Fistful Of Dollars (1994 Digital Remaster)",0
133,"SOVSJCE12A6701E0D9",16044,"For The Masses","ARK0BT61187B9ACEC2",,"",,"Monster Magnet",0.0,260.17914,0,0.532,61.593,3,0.96,"Black Celebration",1998
134,"SODKCCT12A67ADA321",345570,"Ministry of Sound Presents 100","AROI96Z1187B9A5304",,"",,"Mish Mash",0.0,211.90485,0,0.895,124.043,4,1.0,"Speechless",2006
135,"SOBWXDJ12A58A7725D",42341,"This Is Where You Belong","ARUYGJ31187B9A2FEA",30.33138,"Jacksonville FL",-81.6558,"The Summer Obsession",0.0,282.04363,0,0.359,79.935,4,0.0,"Where You Belong",2006
136,"SOLLCFT12A58A7A566",717115,"The Dream","ARV2X851187FB41A78",42.31256,"Mass. - Boston",-71.08868,"Open Hand",0.0,486.97424,9,0.284,86.308,4,0.783,"Never Alone",1999
137,"SOUVKXW12A8C1427AC",611118,"Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes","ARPDVPJ1187B9ADBE9",,"Atlanta GA",,"Usher",0.0,286.77179,11,0.322,147.979,4,0.0,"Trading Places",2008
138,"SOPAHBW12A6D4F7638",129349,"Punto y aparte","AR2K2CM1187B98D4F1",36.71832,"MalagaSpanija",-4.42016,"Fran Perea",0.0,173.08689,4,0.215,90.645,1,0.868,"Entonces",2005
139,"SOLPZUJ12A81C21413",276801,"14 Megala Tragoudia - Angela Dimitriou","AR4OHL91187B9B2EB9",,"",,"Angela Dimitriou",0.0,215.562,8,0.532,109.695,4,1.0,"Mi Mas Agapas",0
140,"SOAMIZZ12AB0182A28",360241,"Mr. McGregor","ARX5XTP1187FB3D8CC",,"",,"Freddie McGregor",0.0,185.83465,5,0.07,167.48,4,0.201,"Zion Chant (Album Version)",0
141,"SOWJFHF12AF72A7603",484175,"Steps of Faith 1987-1991","ART1R9I1187B9B3324",,"",,"Margaret Becker",0.0,268.87791,0,0.31,162.296,4,0.159,"Just Come In",0
142,"SONMNZJ12CF5F892EE",265343,"Sun Giant","ARO2U2Q119B86692A8",,"PHILADELPHIA Pennsylvania",,"Fleet Foxes",0.0,281.18159,8,0.408,196.022,4,0.574,"English House",2008
143,"SOBMAHU12AB017FA30",628277,"30 Of His Best","ARKBTPV1187FB38A79",32.51461,"Shreveport LA",-93.74727,"Faron Young",0.0,159.79057,9,0.542,141.772,1,0.814,"It's Four In The Morning",1986
144,"SOFCHBZ12A8C142084",611922,"Líricas","ARVLIVA1187B991590",,"",,"Zeca Baleiro",0.0,237.97506,9,0.632,86.006,5,0.375,"Blues Do Elevador",2000
145,"SOMKTMJ12AB0189ACF",519747,"Humboldt Beginnings","AR82DJK1187B991107",34.05349,"Los Angeles CA",-118.24532,"The Pharcyde",0.0,138.50077,7,0.396,130.019,3,0.017,"Homegrown",2004
146,"SODREXM12AB017C1E8",623039,"The Original Johnny Cash Volume 1","ARH861H1187B9B799E",,"Kingsland AR",,"Johnny Cash",0.0,80.03873,1,0.083,196.303,4,0.572,"You Tell Me",1959
147,"SOCVPCD12AB018E260",764939,"Skylines","ARN5MQ11187B98A12D",,"",,"Sean Quinn",0.0,217.52118,2,0.601,111.442,4,0.444,"Skyline",0
148,"SODGOXT12A8C1418DE",475523,"Hit Club_ The Hits 1949","ARK82DC1187B9A1FEB",38.59264,"Webster Groves MO",-90.35591,"Gordon Jenkins",0.0,190.48444,5,0.098,66.988,4,0.819,"Don't Cry_ Joe",0
149,"SOVQKHW12AB01804CD",440044,"Le cinéma de Francis Lai","AR25WM21187FB461B3",,"",,"Francis Lai",0.0,243.43465,7,0.499,97.849,3,0.815,"13 jours en France",1996
150,"SOBCLUB12A6BD53D2E",72103,"Rubikon","AREUYDJ1187B9BA040",,"Havířov Česká republika",,"Krystof",0.0,222.32771,9,0.483,88.024,4,0.864,"Svedomi",2006
151,"SOYHKYI12A6D4FAEB4",57714,"Scratchy: The Reprise Recordings [Includes Liner Notes]","ARXLX5L1187FB47BED",,"",,"Crazy Horse",0.0,732.39465,9,0.636,119.649,5,1.0,"Scratchy (Takes 1-3 / bonus track)",0
152,"SOVNVPF12A8C13AD4A",254710,"White African","ARSRFOY1187B9917DA",41.88415,"Chicago IL",-87.63241,"Otis Taylor",0.0,107.83302,4,0.805,217.289,1,0.0,"Round and Round",2001
153,"SODNYXU12A8C13F1B3",116845,"Nemam Razloga Za Strah","ARWDDAE11F4C844B57",,"",,"Donna Ares",0.0,194.71628,1,0.508,87.006,4,0.901,"Prijateljica",0
154,"SOMYOQU12A8C13C2B4",212353,"The Faithless","ARXIIEY1187FB44EAF",35.14968,"Memphis TN",-90.04892,"Nights Like These",0.0,305.89342,5,0.283,124.872,1,0.93,"Ghost Town Rituals (Album Version)",2006
155,"SOJGYPA12A8AE46C32",280982,"Rivers Of Joy","ARG274E1187FB4BCA8",,"",,"Russ Taff",0.0,343.37914,2,0.452,124.343,4,0.645,"We Will Stand",1998
156,"SOEXJDG12A8C137AE8",98433,"Lockwood","ARXXCHI1241B9C54EE",29.97525,"Cypress Texas",-95.6802,"Lockwood",0.0,256.46975,0,0.421,107.386,4,0.886,"Meat Parade",0
157,"SOMKDZN12A8C144D1E",375651,"The Complete Hi Recordings of Charlie Rich","AR0B1CH1187FB3A824",34.56398,"Benton Arkansas",-92.58685,"Charlie Rich",0.0,148.24444,7,0.487,108.128,4,0.151,"Only Me",0
158,"SOHGKJW12AC468A8BD",782470,"Lo Mejor con La Orq. Broadway","AR6YDKV1187B989230",,"",,"Roberto Torres",0.0,226.66404,0,0.863,117.271,4,0.453,"Sabor Guajiro",0
159,"SOJIQVT12AB0189EB1",761403,"Danzones de Ayer","ARBVUUG11F50C48750",,"",,"Fajardo",0.0,118.85669,2,0.694,121.423,1,0.0,"La Fluta Magica",0
160,"SOUGCKR12A8C14402B",372927,"Live In Switzerland","ARR8AIK1187B9A0BCE",34.30138,"Stovall MS",-90.64208,"Eddie Boyd",0.0,291.76118,2,0.363,110.14,3,1.0,"I got A Woman",0
161,"SOUEARP12A58A7D643",600381,"This Is Love","ARX2R5A1187FB5B85B",33.74831,"Joliet IL &amp; Atlanta GA",-84.39111,"Ann Nesby",0.0,243.01669,11,0.863,88.008,4,0.292,"Tables Turn",0
162,"SOCQAEO12AB01825BC",550709,"Siempre Es Hoy/Reversiones","AR189B91187B9B8D9C",,"",,"Gustavo Cerati",0.0,232.48934,2,0.0,110.016,4,1.0,"Tu Cicatriz En Mi",0
163,"SOIWQSF12AC468C3CD",599225,"Radiant Health & Well-Being","AROC6N61187FB40B14",,"",,"Steven Halpern",0.0,248.63302,5,0.4,134.538,3,0.356,"Natural Light (Subliminal Self-Help)",0
164,"SOAVRJE12A58A798CE",532273,"Cores_ Nomes","AR9JNFU1187B9B9868",-23.6361,"Santo Amaro da Purifica� Bra",-46.71173,"Gal Costa",0.0,242.9122,5,0.677,145.099,7,0.68,"Meu Bem Meu Mal (Mi Bien Mi Mal)",0
165,"SOQJDZH12A67AE0CBF",19265,"Judgement Days","AR21YNH1187FB49649",51.50632,"London",-0.12714,"Ms. Dynamite",0.0,208.5873,2,1.0,109.287,1,0.616,"Unbreakable",2005
166,"SOMKDSL12A8A9D5A19",277481,"Gentleman's Blues","ARWD82K1187B98CFF2",,"Richmond VA",,"Cracker",0.0,196.5971,9,0.263,107.848,4,0.352,"My Life Is Totally Boring Without You",1998
167,"SOWQNPV12A6D4F980D",47592,"Flying Cowboys","ARXPE571187FB4AFD0",,"Chicago IL",,"Rickie Lee Jones",0.0,331.36281,0,0.717,87.94,4,0.836,"Away From The Sky",1989
168,"SOMZNFA12A6D4F8A2A",37893,"Jongo Trio","ARRLCY71187B9A0FC6",,"",,"Jongo Trio",0.0,157.72689,2,0.192,144.581,4,0.0,"Cavaleiro De Aruanda",0
169,"SOLETWK12AF72A1079",485654,"Mind Control","ARH9GD41187FB37E0F",,"",,"Stephen Marley",0.0,270.05342,9,0.667,118.144,4,0.821,"Mind Control",2005
170,"SOKDRIH12AB0182247",623984,"Bloomfield-A Retrospective","AR0569B1187B9A4036",,"",,"Mike Bloomfield",0.0,320.1824,9,0.709,102.533,3,1.0,"Tell Me Partner",0
171,"SOPOFBK12AF729EEBE",15564,"The Ever Passing Moment","ARBOG0H1187B99F775",47.565,"Bremerton WA",-122.62569,"MxPx",0.0,129.88036,7,0.589,130.716,1,0.0,"Answer In The Question",2000
172,"SOKCJMY12A8C1449C1",610778,"Out Of The Gutter","ARONPP01187B995FB5",52.88356,"England",-1.97406,"Cockney Rejects",0.0,250.01751,9,0.367,165.621,4,0.0,"Beginning Of The End",1987
173,"SOZCQBJ12A8C13E811",174574,"Abrazame Fuerte","ARP2TO91187B9913EA",29.95369,"New Orleans LA",-90.07771,"Angelica Maria",0.0,160.83546,0,0.789,81.649,4,0.892,"Te Necesito",0
174,"SOGAKLF12A67AD9390",584842,"Le Monde de Pierrot","ARW45YR1187FB3DE95",,"",,"Pierre Perret",0.0,90.46159,5,0.085,135.487,4,0.011,"Le poulet",1994
175,"SONBWUH12A8C1421BB",527141,"The Baroque Beatles","AR76YOD1187FB46B24",40.71455,"New York NY",-74.00712,"Joshua Rifkin",0.0,111.46404,2,0.451,90.318,1,0.085,"Réjouissance [I'll Cry Instead]",0
176,"SOZUQAZ12A81C21E0D",131960,"12 Grandes exitos Vol. 1","ARO1NHM1187B9B9D27",,"",,"Los Solitarios",0.0,168.12363,5,0.61,94.994,1,0.0,"Verdad Amarga",0
177,"SOTQHWA12A8C136E39",287074,"Live In Swing City- Swingin' With Duke","ARBTD2Y1187B9B3EA5",,"",,"Lincoln Center Jazz Orchestra",0.0,304.84853,5,0.0,90.306,4,1.0,"Chinoiserie",0
178,"SOEZXGQ12AAA8C65E3",528810,"Jump / House Of Pain [Digital 45]","ARNLO5S1187B9B80CC",,"Pasadena CA",,"Van Halen",0.0,199.10485,4,0.743,200.52,4,0.0,"House Of Pain",1983
179,"SOWETKI12A67ADC802",65938,"As Nasty As we Wanna Be","ARTQ6AP1187B998A84",,"",,"NG3",0.0,240.50893,2,0.396,106.019,4,0.808,"Tainted Love feat. Tatz",2003
180,"SOWPLTX12A5891F918",779118,"At Night (The Unreleased Mixes)","ARVNK831187FB48831",37.27188,"California",-119.27023,"Shakedown",0.0,437.9424,3,0.256,123.994,4,0.95,"At Night",2001
181,"SOGBFJS12AB0183AB7",623902,"Faithful To Believe","ARNORNI1187B98CAFB",,"",,"Byron Cage featuring Tye Tribbett",0.0,240.43057,1,0.26,119.194,4,0.609,"In The Midst",0
182,"SOAPYOS12A8C133890",283031,"Swing - Original Broadway Cast Recording","AR4JY8V1187B98A62F",,"",,"Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley",0.0,217.73016,5,0.177,194.039,3,0.539,"Stompin' at the Savoy",0
183,"SOJBNUB12A6D4FC0D3",725674,"A Man And His Music","AR78WG01187B98E404",19.45565,"Santiago de los Caballeros Domin",-70.70719,"Johnny Pacheco/Rolando La Serie",0.0,136.09751,0,0.502,112.915,4,0.952,"La Palabra Fin",0
184,"SOATIOJ12A8C14469B",611228,"Ceol Tacsi","ARQF6NE1187FB55EF7",,"",,"Karan Casey",0.0,189.88363,3,0.09,102.745,5,0.778,"Sliabh Geal gCua",0
185,"SOIVRUS12A8C133164",190811,"The Bucket List","AR8IEZO1187B99055E",,"",,"Marc Shaiman",0.0,106.81424,0,0.582,136.975,4,0.0,"Blame Canada ( From: South Park )",2008
186,"SOKFEUT12A6D4FC34C",274347,"Steer EP","AROOKC21187B9AE85C",-37.81753,"Melbourne Australia",144.96715,"Missy Higgins",0.0,255.34649,9,0.706,142.968,4,0.517,"Where I Stood [Live]",0
187,"SOXXGFN12A8C1379A1",249009,"Hattie B's Daughter","ARF3PG41187FB4B0B4",,"",,"Dorothy Norwood",0.0,287.03302,5,0.701,151.215,3,1.0,"Near The Cross",0
188,"SOQPAQK12A8C13B2DB",160881,"The Real Twang Thang","ARDNS031187B9924F0",32.67828,"Georgia",-83.22295,"Tim Wilson",0.0,166.84363,5,0.161,122.061,4,0.842,"The Michael Vick Song",2005
189,"SORXEQN12AB0184EEE",559845,"Menace To Society","AR8FMEN1187FB4A657",34.05349,"Los Angeles CA",-118.24532,"Lizzy Borden",0.0,268.40771,2,0.441,145.882,4,0.257,"Generation Aliens",1986
190,"SOSNAWZ12A6D4F74DF",28940,"Jahmekya","ARLUAK21187B9B785A",,"",,"Ziggy Marley And The Melody Makers",0.0,246.54322,7,0.718,110.873,4,0.031,"Namibia",0
191,"SORVMCT12A6D4FA8F7",54099,"Safari Beach (Tucasa Micasa)","ARQVLQJ1187B98F11F",,"",,"Mau Mau",0.0,232.12363,2,0.46,89.672,1,0.976,"Gamble Calypso",2000
192,"SOARVHI12AB018C588",662089,"Greatest Hits","ARDQO721187FB3C6D9",,"",,"Rodney O & Joe Cooley",0.0,217.41669,1,0.329,107.185,4,1.0,"U Don't Hear Me Tho' (Street Mix)",1993
193,"SOOZYMQ12AB018E589",773435,"Knowledge Zombie","AR8BMEQ1187B9B4214",38.2589,"Missouri",-92.43659,"Pumpkin Buzzard",0.0,271.49016,11,0.418,104.19,1,0.039,"The Sector of Foliage",0
194,"SODPTLB12A8C13E227",111347,"Überfall","ARGBG2T1187B9B1670",,"",,"Massive Töne",0.0,310.25587,8,0.19,92.872,4,1.0,"Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle",0
195,"SOKLGLN12A8C13D204",305855,"Witness Protection","ARXP7MQ1187FB3AC5F",,"LOWELL",,"Dave Hollister",0.0,258.16771,11,0.242,117.936,4,1.0,"Calm Da Seas",2008
196,"SOULRCV12A8C137BEC",150802,"Differente","ARYVLXY1187FB373B0",50.82056,"Ixelles Belgium",4.37967,"Maurane",0.0,263.67955,10,0.16,89.394,4,0.887,"Juste Une Petite Fille",1995
197,"SOIBLAH12AB018B3BA",596461,"Kona Gold","ARO5P0H1187FB5BAD7",,"Kona HI",,"Pepper",0.0,108.93016,11,0.064,148.712,4,0.0,"Stormtrooper (Live)",2009
198,"SOPRWGJ12AB018216D",453419,"A Kiss And A Cuddle","AR59C6A1187B9B2143",-24.9162,"Australia",133.39311,"The Cat's Miaow",0.0,103.00036,2,0.811,92.966,5,0.568,"Talking To Trees",2003
199,"SONJHTY12AB017FCE6",533363,"Pendulum","ARFNJ4O1187B9A204B",52.47859,"Birmingham England",-1.9086,"Broadcast",0.0,102.94812,9,0.474,161.196,1,0.084,"One Hour Empire",2003
200,"SOCJPAI12AB0185DB1",702585,"Manhattan Mayhem (a history of the Dolls)","ARS1OWB1187B99EEAD",,"New York NY",,"New York Dolls",0.0,210.85995,7,0.844,110.056,4,0.0,"Trash (live Paris)",0
201,"SOPOWJI12A8C14159F",170018,"Reaching For The Best","ARH8VT91187FB49CA2",45.7594,"Lyon FR",4.82897,"The Exciters",0.0,194.53342,5,0.328,137.237,4,0.0,"Reaching For The Best",1994
202,"SONISVG12A8C13EB34",162755,"Long Road Out Of Eden","AR16GSC1187B9A6291",,"Los Angeles California",,"Eagles",0.0,427.36281,9,0.472,115.277,1,0.0,"Last Good Time In Town",2007
203,"SODFEVS12AB018C60A",822324,"Fasten Your Seat Belt","ARPJQLM1269FCCFBFF",,"",,"Pete Bamboo",0.0,290.37669,9,0.389,156.078,4,0.0,"Baila Cariño",0
204,"SOBRRQI12AB017E0A0",348243,"Baroque at Bathtime","ARJEPNS1187FB3DEF4",,"",,"Angel Romero / The Academy of St. Martin in the Fields / Iona Brown",0.0,141.322,2,0.708,106.98,4,0.141,"Largo",0
205,"SOSJVGP12AB0185B95",591025,"El Mas Chingon","ARYF20K1187B9B76BD",,"ORANGE California",,"George Lopez",0.0,270.68036,9,0.022,101.455,1,0.0,"Church Hangover",2006
206,"SORQSRN12AB018102E",463023,"ISM","ARJNQM51187FB54C55",,"",,"Smut Peddlers",0.0,167.60118,11,0.568,116.638,4,0.0,"Playstation Generation",0
207,"SOAVKMN12A58A7C691",299837,"Junge Roemer","AR5DXUU1187B9B0E42",48.20254,"Vienna Austria",16.3688,"Falco",0.0,228.12689,5,0.45,123.028,4,0.926,"Brillantin' Brutal'",1984
208,"SOOTRFL12A6D4F5428",35097,"Sag Ihnen Bescheid","AR5BLB01187FB57E99",,"",,"Headliners",0.0,216.89424,9,0.712,160.158,4,0.835,"Sag Ihnen Bescheid",2005
209,"SOZMKSN12AC96186C4",602681,"Big Damn Nation","ARM2D2V1187B9AEB4F",,"",,"The Reverend Peyton's Big Damn Band",0.0,179.46077,0,0.039,118.167,4,0.709,"My Old Man Boogie",2006
210,"SOPSDJE12AB0184BC7",415839,"Songs of Ireland And Beyond","ARW45K91187FB3DE04",44.00118,"United States",-71.6342,"Tommy Makem;The Clancy Brothers",0.0,117.02812,11,0.715,120.988,1,0.0,"Old Woman From Wexford",0
211,"SOSFHGJ12AB01857C0",669695,"Rares für Bares 2004","AR58SW81187B992CA0",,"",,"Zeltinger Band",0.0,222.24934,1,0.571,140.264,4,0.161,"Wo bleibt die Mark?",0
212,"SOIHZMH12AB017DF93",441344,"Cinema Do Mar","ARCID1N1187FB51DA0",,"",,"Carlos Nuñez",0.0,215.35302,9,0.779,211.327,3,1.0,"Quiero Ir Ao Mar",2005
213,"SOJLDJL12A81C238A0",276869,"Converge EP","ARYOPH81187B98AEED",40.65507,"Boston Brooklyn USA",-73.94888,"Converge",0.0,407.03955,5,0.294,152.775,4,1.0,"Deep Inside",0
214,"SOMBVRT12AB0181F49",447998,"Bienvenidos A La Época Iconoclasta","ARYXJ5A1187B9B9E56",36.69094,"Jerez De La Frontera (Cádiz)",-6.13487,"Los Delinqüentes",0.0,192.1824,9,0.51,146.64,4,0.923,"Quítate La Ropa",2009
215,"SOMYXTW12A8C130319",282973,"Master Sessions Vol. II","ARS8HNI1187B9B0785",23.1168,"Havana Cuba",-82.38859,"Cachao",0.0,84.94975,7,0.423,81.24,4,0.0,"Los Tres Glopes / The Three Beats (danza)",0
216,"SOBGWIG12A6D4F6329",25791,"Aziatic","ARKQ9JM1187FB57521",,"Oakland CA",,"AZ",0.0,60.21179,2,0.048,87.599,4,1.0,"Aziatic (Outro)",2002
217,"SOBXGKH12AB017DDB6",651412,"Demigod","AR1OBRC1187FB59AD4",,"POLAND",,"Behemoth",0.0,178.33751,1,0.695,85.112,1,0.0,"Before The Æons Came",2004
218,"SOVVDVO12A8C14215D",309474,"We Ride","ARKU3Z61187FB51DCA",13.11199,"St Michael Barbados ",-59.59895,"Rihanna",0.0,237.87057,5,0.158,99.989,1,1.0,"We Ride",2006
219,"SODIAHF12A6D4F809C",24055,"Country Greats","AR0RCMP1187FB3F427",30.08615,"Beaumont TX",-94.10158,"Billie Jo Spears",0.0,159.81669,5,0.892,101.626,3,1.0,"Misty Blue",1976
220,"SOWPPAT12AB017F666",602643,"Live From Nowhere In Particular","ARSHZBZ1187B98A445",,"",,"Joe Bonamassa",0.0,372.76689,5,0.432,66.366,3,0.823,"So Many Roads",2006
221,"SOKZLSY12A8C1320E1",284045,"Broadway: The Great Original Cast Recordings","AR4ABL21187FB3913A",40.99471,"Pennsylvania",-77.60454,"Richard Burton",0.0,149.28934,5,0.642,112.144,4,0.418,"Camelot",0
222,"SOJCRUU12AB018BE8A",570765,"Take Me To Paradise","ARYOMNP11F4C842E43",,"",,"Will To Will",0.0,508.65587,0,0.771,129.818,4,0.0,"Take Me To Paradise (Nicky Scanni's Garage Mix)",0
223,"SOCIEFE12AB0183821",358049,"Mercury Retrograde","ARE0OLY1187B9AD19F",40.79263,"Whitestone Queens NY",-73.80817,"Jesse Malin",0.0,260.62322,1,0.401,120.648,4,1.0,"Since You're In Love",2004
224,"SOVEHDZ12AB017E78F",391315,"Introspective","ARAI3SX1187B9A3A9A",,"",,"Brainchoke",0.0,91.01016,6,0.675,127.171,4,1.0,"1st World Hypocrisy",0
225,"SOBSKJV12A67AE0CC4",19265,"Judgement Days","AR21YNH1187FB49649",51.50632,"London",-0.12714,"Ms. Dynamite",0.0,286.32771,9,0.53,125.916,3,0.262,"Mr. Prime Minister",2005
226,"SOHJJTY12A8C139876",212126,"En Joy","ARIP54S1187FB53259",,"",,"Jaime Urrutia",0.0,214.43873,5,0.221,133.01,4,0.969,"Caray! (con Loquillo_ directo Enjoy 07)",0
227,"SORTGBA12AB018A917",583352,"Petit Coeur Assassin","AR1KMPF1187B99AA98",,"",,"Lara",0.0,190.85016,9,0.283,109.318,4,0.456,"Café Sarajevo",0
228,"SOBVBID12A8AE474E3",233366,"Endless Pain","ARSCJQW1187B9B3523",,"Vrsac",,"Hoods",0.0,63.58159,1,0.579,103.931,3,0.615,"Suffer",0
229,"SORJHOX12A8AE48899",529132,"Donnie McClurkin... Again","ARF3HEO1187B9AF2F4",,"",,"Donnie McClurkin",0.0,318.82404,8,0.577,230.041,3,1.0,"I'm Walking",0
230,"SOFRUDU12A8C13A40C",293622,"RCA Country Legends","AR0X3JJ1187FB3A9A7",,"McLellan FL",,"Hank Locklin",0.0,127.05914,2,0.826,148.357,4,0.097,"We're Gonna Go Fishin'",0
231,"SOLMECR12AB018B776",757389,"The Quiet Hour","AREZWC61187FB52DCF",29.76045,"Houston TX",-95.36978,"Johnny Nash",0.0,187.0624,3,0.607,86.128,1,0.753,"I See God",0
232,"SOEAXUV12A6D4F8FA2",304975,"Valse Avec Bachir","ARDG9Z71187B997023",51.50632,"London England",-0.12714,"Public Image Ltd",0.0,251.50649,9,0.007,127.369,4,0.0,"This Is Not A Love Song",1983
233,"SOJUTCU12AB017EDB4",495309,"Instrumentals and Lost Tracks","AR16T2D1187B98ABF4",,"",,"Zimbabwe Legit",0.0,235.91138,1,0.0,100.145,4,0.752,"Siyabonga (Unreleased Bonus Track)",0
234,"SOSZFJT12AB0181E84",417438,"Mask Industries","AR74W1A1187FB5ACFC",48.20254,"Vienna",16.3688,"Devanic",0.0,336.06485,4,0.034,87.044,4,0.437,"I Am",2006
235,"SOOCPDS12A8AE469F0",280211,"Charmer","ARF2EHS1187B994F4E",36.16778,"Nashville Tennessee",-86.77836,"Kings Of Leon",0.0,225.27955,11,0.682,127.006,4,0.589,"My Party (Kenna Remix)",2007
236,"SOKASNE12A6D4F850B",25815,"Mississippi-The Album","AREMPZY1187B9B8FF3",,"Jackson MS",,"David Banner",0.0,183.90159,6,0.611,99.487,5,1.0,"Bush",2003
237,"SOYJKGB12AB01877C7",644085,"Peaceful Evening","ARJ3TAF1187FB4AAB1",37.27188,"California",-119.27023,"David & Steve Gordon",0.0,311.35302,2,0.796,64.634,3,0.326,"Evenglow",1982
238,"SOWDLGO12AB0182434",367177,"Meet Me in the City","ARRM70G1187B9A7F64",,"Hudsonville MS",,"Junior Kimbrough",0.0,294.76526,4,0.831,92.32,3,0.546,"Lonesome Road",1997
239,"SOAHAZZ12AAF3B464A",480803,"Drawing Down the Moon","AREBWEH1187B99EA9A",,"Helsinki",,"Beherit",0.0,202.91873,11,0.512,130.955,4,0.708,"Lord of Shadows and Golden Wood",1993
240,"SOWMWMK12A6BD4F3AC",71767,"TheBloodyTransylvaniaStreetMachine","AR0XJ291187FB45855",39.75911,"Dayton Ohio",-84.19444,"Drexel",0.0,226.32444,4,0.0,137.333,1,0.0,"Blood On The Snow",0
241,"SOKHBRA12AB017E6AE",327857,"Mi Gran Pasion","ARDE7I31187FB43352",23.1168,"Havana Cuba",-82.38859,"Gonzalo Rubalcaba",0.0,586.29179,3,0.454,62.008,1,0.823,"Cuatro Veinte",0
242,"SOZTOSX12AC468AD34",793116,"Mate Tron","ARIMJFK1187FB4ED3E",,"",,"Luke Vibert",0.0,420.15302,0,0.572,125.008,4,0.989,"Mate Tron",2007
243,"SOVENLZ12A8C13F7DE",307974,"Carlos Nunez En Concert","ARCID1N1187FB51DA0",,"",,"Carlos Nuñez",0.0,275.43465,0,0.584,143.969,4,0.0,"Camiño De Santiago",2004
244,"SOFRYEV12A8C139B76",249417,"Dr. Elmo's Twisted Christmas","AR45KNL1187B992E53",37.77916,"California - SF",-122.42005,"Dr. Elmo",0.0,223.26812,9,0.61,102.134,4,0.611,"Here's to the Lonely",0
245,"SOIFOLA12AB017CDA1",333103,"To Live Alone","ARWAPYC1187FB3FCAF",,"",,"S.U.P",0.0,384.70485,11,0.582,137.862,4,0.0,"The Cube (Live)",2001
246,"SOLZFRY12A8C13BDF3",164708,"The Torture Papers","ARZRTZT124549A402A",,"",,"Army of the Pharoahs",0.0,129.69751,10,0.27,92.236,4,0.775,"Narrow Grave",0
247,"SOTGMEB12A8C13B4CC",214393,"Bondage Goat Zombie","ARNNQBT1187FB437C1",33.74907,"SANTA ANA California",-117.87394,"Belphegor",0.0,178.15465,2,0.015,120.026,3,0.23,"The Sukkubus Lustrate",2008
248,"SOSMPOC12AB0188E55",750470,"Blow-Up","ARB3YS71187FB4E54E",,"",,"Tomorrow",0.0,113.26649,9,0.587,156.957,4,0.648,"Blow-Up (Outtake)",0
249,"SOFQHNI12AB018345A",627641,"Tiger Woods PGA Tour 2005","AR035N21187FB3938E",34.23294,"Earth",-102.4102,"BT",0.0,311.90159,8,0.879,110.002,4,0.69,"Ver de Feliz",2006
250,"SOULXLO12AB018379D",461074,"Knives [Clean]","ARJ8PZJ1187B99314F",,"Seattle Washington",,"Aiden",0.0,140.40771,2,0.0,207.974,4,0.0,"Killing Machine",2009
251,"SOENTVS12A8C136556",203410,"Dance Hall Showcase Vol. II","ARIRD6J1187FB5A98C",18.01571,"Kingston Jamaica",-76.79731,"Sugar Minott",0.0,226.40281,11,0.314,154.585,4,1.0,"Informer",2008
